"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-08-21","income","Sales","888.36","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-08-21","income","Sales","1269.43","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-08-21","income","Sales","2042.97","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-08-22","income","Sales","1049.43","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-08-22","income","Sales","1245.69","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-08-22","income","Sales","2228.32","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-08-23","income","Sales","997.12","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-08-23","income","Sales","1247.33","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-08-23","income","Sales","2219.67","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-08-24","income","Sales","974.04","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-08-24","income","Sales","1225.64","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-08-24","income","Sales","1516.56","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-08-25","income","Sales","1002.14","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-08-25","income","Sales","1486.63","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-08-25","income","Sales","2169.48","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-08-26","income","Sales","876.75","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-08-26","income","Sales","1482.62","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-08-26","income","Sales","1854.77","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-08-27","income","Sales","1143.92","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-08-27","income","Sales","1438.67","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-08-27","income","Sales","1873.07","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-08-28","income","Sales","1042.51","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-08-28","income","Sales","1280.00","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-08-28","income","Sales","1711.62","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-08-29","income","Sales","1147.31","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-08-29","income","Sales","1601.64","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-08-29","income","Sales","1828.38","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-08-30","income","Sales","1017.48","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-08-30","income","Sales","1757.11","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-08-30","income","Sales","1653.78","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-08-31","income","Sales","1017.95","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-08-31","income","Sales","1383.14","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-08-31","income","Sales","1964.70","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-09-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-09-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-09-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-09-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-09-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-09-10","expense","Utilities","354.14","Electricity bill for Taman A","Manual","Sarah",""
"2026-09-10","expense","Utilities","86.36","Water bill for Taman A","Manual","Sarah",""
"2026-09-12","expense","Utilities","474.85","Electricity bill for Taman B","Manual","Ali",""
"2026-09-12","expense","Utilities","96.76","Water bill for Taman B","Manual","Ali",""
"2026-09-15","expense","Utilities","358.83","Electricity bill for Taman C","Manual","Tan",""
"2026-09-15","expense","Utilities","58.52","Water bill for Taman C","Manual","Tan",""
"2026-09-18","expense","Utilities","372.16","Electricity bill for Taman D","Manual","Lim",""
"2026-09-18","expense","Utilities","71.37","Water bill for Taman D","Manual","Lim",""
"2026-09-21","expense","Utilities","452.75","Electricity bill for Taman E","Manual","Ahmad",""
"2026-09-21","expense","Utilities","53.87","Water bill for Taman E","Manual","Ahmad",""
"2026-09-05","expense","Inventory","24128.94","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-09-20","expense","Inventory","20731.34","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-09-10","expense","Marketing","6078.35","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-09-28","expense","Salaries","72250.47","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-09-28","expense","Claims","181.16","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-09-01","income","Sales","1140.30","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-09-01","income","Sales","1544.54","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-09-01","income","Sales","1586.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-09-02","income","Sales","814.01","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-09-02","income","Sales","1417.99","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-09-02","income","Sales","1967.67","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-09-03","income","Sales","966.11","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-09-03","income","Sales","1686.88","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-09-03","income","Sales","2136.79","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-09-04","income","Sales","955.90","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-09-04","income","Sales","1775.09","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-09-04","income","Sales","1657.53","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-09-05","income","Sales","943.19","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-09-05","income","Sales","1670.63","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-09-05","income","Sales","1981.70","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-09-06","income","Sales","1170.86","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-09-06","income","Sales","1259.33","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-09-06","income","Sales","1635.48","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-09-07","income","Sales","952.11","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-09-07","income","Sales","1318.37","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-09-07","income","Sales","2298.82","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-09-08","income","Sales","1149.18","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-09-08","income","Sales","1531.17","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-09-08","income","Sales","2116.38","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-09-09","income","Sales","879.26","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-09-09","income","Sales","1201.17","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-09-09","income","Sales","2125.70","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-09-10","income","Sales","971.10","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-09-10","income","Sales","1655.48","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-09-10","income","Sales","1771.67","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-09-11","income","Sales","800.91","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-09-11","income","Sales","1790.51","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-09-11","income","Sales","1929.28","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-09-12","income","Sales","873.97","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-09-12","income","Sales","1295.09","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-09-12","income","Sales","2205.45","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-09-13","income","Sales","1019.83","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-09-13","income","Sales","1417.55","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-09-13","income","Sales","1771.48","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-09-14","income","Sales","1118.67","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-09-14","income","Sales","1265.47","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-09-14","income","Sales","2026.81","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-09-15","income","Sales","952.48","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-09-15","income","Sales","1722.95","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-09-15","income","Sales","1774.25","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-09-16","income","Sales","948.55","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-09-16","income","Sales","1598.10","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-09-16","income","Sales","1552.88","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-09-17","income","Sales","958.05","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-09-17","income","Sales","1580.87","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-09-17","income","Sales","1825.64","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-09-18","income","Sales","1123.00","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-09-18","income","Sales","1591.68","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-09-18","income","Sales","1610.42","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-09-19","income","Sales","951.54","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-09-19","income","Sales","1354.24","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-09-19","income","Sales","1797.11","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-09-20","income","Sales","967.02","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-09-20","income","Sales","1750.35","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-09-20","income","Sales","1529.32","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-09-21","income","Sales","999.12","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-09-21","income","Sales","1441.75","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-09-21","income","Sales","1703.27","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-09-22","income","Sales","904.58","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-09-22","income","Sales","1457.35","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-09-22","income","Sales","2264.84","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-09-23","income","Sales","1170.58","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-09-23","income","Sales","1611.70","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-09-23","income","Sales","1652.22","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-09-24","income","Sales","1010.76","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-09-24","income","Sales","1721.51","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-09-24","income","Sales","1828.75","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-09-25","income","Sales","1098.89","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-09-25","income","Sales","1452.43","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-09-25","income","Sales","2061.26","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-09-26","income","Sales","864.28","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-09-26","income","Sales","1657.14","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-09-26","income","Sales","1803.37","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-09-27","income","Sales","925.14","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-09-27","income","Sales","1260.19","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-09-27","income","Sales","2074.34","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-09-28","income","Sales","1199.79","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-09-28","income","Sales","1409.53","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-09-28","income","Sales","1648.55","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-09-29","income","Sales","1117.87","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-09-29","income","Sales","1599.45","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-09-29","income","Sales","1740.59","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-09-30","income","Sales","931.26","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-09-30","income","Sales","1643.43","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-09-30","income","Sales","1769.31","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-10-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-10-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-10-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-10-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-10-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-10-10","expense","Utilities","387.32","Electricity bill for Taman A","Manual","Sarah",""
"2026-10-10","expense","Utilities","73.51","Water bill for Taman A","Manual","Sarah",""
"2026-10-12","expense","Utilities","453.73","Electricity bill for Taman B","Manual","Ali",""
"2026-10-12","expense","Utilities","84.57","Water bill for Taman B","Manual","Ali",""
"2026-10-15","expense","Utilities","406.04","Electricity bill for Taman C","Manual","Tan",""
"2026-10-15","expense","Utilities","94.33","Water bill for Taman C","Manual","Tan",""
"2026-10-18","expense","Utilities","408.80","Electricity bill for Taman D","Manual","Lim",""
"2026-10-18","expense","Utilities","87.69","Water bill for Taman D","Manual","Lim",""
"2026-10-21","expense","Utilities","355.72","Electricity bill for Taman E","Manual","Ahmad",""
"2026-10-21","expense","Utilities","80.32","Water bill for Taman E","Manual","Ahmad",""
"2026-10-05","expense","Inventory","22519.70","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-10-20","expense","Inventory","19118.76","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-10-10","expense","Marketing","5938.16","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-10-28","expense","Salaries","71777.23","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-10-28","expense","Claims","157.93","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-10-01","income","Sales","941.95","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-10-01","income","Sales","1419.62","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-10-01","income","Sales","2187.25","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-10-02","income","Sales","846.62","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-10-02","income","Sales","1238.41","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-10-02","income","Sales","1998.92","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-10-03","income","Sales","927.95","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-10-03","income","Sales","1360.57","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-10-03","income","Sales","1649.80","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-10-04","income","Sales","1095.15","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-10-04","income","Sales","1645.30","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-10-04","income","Sales","2048.71","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-10-05","income","Sales","928.34","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-10-05","income","Sales","1366.17","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-10-05","income","Sales","1668.22","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-10-06","income","Sales","1060.42","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-10-06","income","Sales","1457.56","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-10-06","income","Sales","1802.75","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-10-07","income","Sales","1117.00","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-10-07","income","Sales","1688.62","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-10-07","income","Sales","1642.47","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-10-08","income","Sales","878.09","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-10-08","income","Sales","1643.11","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-10-08","income","Sales","2146.40","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-10-09","income","Sales","1127.54","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-10-09","income","Sales","1560.06","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-10-09","income","Sales","2269.44","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-10-10","income","Sales","989.88","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-10-10","income","Sales","1358.26","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-10-10","income","Sales","1563.99","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-10-11","income","Sales","1002.78","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-10-11","income","Sales","1507.69","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-10-11","income","Sales","1510.78","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-10-12","income","Sales","1134.48","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-10-12","income","Sales","1668.71","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-10-12","income","Sales","2160.83","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-10-13","income","Sales","926.45","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-10-13","income","Sales","1347.74","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-10-13","income","Sales","1658.14","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-10-14","income","Sales","1093.54","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-10-14","income","Sales","1559.09","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-10-14","income","Sales","1576.19","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-10-15","income","Sales","894.23","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-10-15","income","Sales","1749.95","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-10-15","income","Sales","2256.69","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-10-16","income","Sales","1179.05","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-10-16","income","Sales","1382.13","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-10-16","income","Sales","1604.45","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-10-17","income","Sales","998.34","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-10-17","income","Sales","1515.82","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-10-17","income","Sales","1540.11","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-10-18","income","Sales","976.74","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-10-18","income","Sales","1656.47","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-10-18","income","Sales","2105.87","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-10-19","income","Sales","1162.45","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-10-19","income","Sales","1789.62","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-10-19","income","Sales","1995.92","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-10-20","income","Sales","1050.76","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-10-20","income","Sales","1657.24","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-10-20","income","Sales","1841.50","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-10-21","income","Sales","1030.84","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-10-21","income","Sales","1395.18","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-10-21","income","Sales","2232.74","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-10-22","income","Sales","1189.16","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-10-22","income","Sales","1595.40","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-10-22","income","Sales","1707.69","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-10-23","income","Sales","980.78","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-10-23","income","Sales","1620.58","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-10-23","income","Sales","1975.06","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-10-24","income","Sales","1139.59","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-10-24","income","Sales","1529.04","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-10-24","income","Sales","1574.93","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-10-25","income","Sales","819.15","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-10-25","income","Sales","1487.65","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-10-25","income","Sales","1816.42","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-10-26","income","Sales","917.27","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-10-26","income","Sales","1492.05","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-10-26","income","Sales","2298.41","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-10-27","income","Sales","858.55","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-10-27","income","Sales","1720.30","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-10-27","income","Sales","1508.10","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-10-28","income","Sales","1046.45","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-10-28","income","Sales","1490.73","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-10-28","income","Sales","1838.81","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-10-29","income","Sales","1028.53","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-10-29","income","Sales","1444.36","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-10-29","income","Sales","1604.62","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-10-30","income","Sales","992.87","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-10-30","income","Sales","1554.64","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-10-30","income","Sales","1895.32","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-10-31","income","Sales","1055.55","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-10-31","income","Sales","1740.31","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-10-31","income","Sales","2160.28","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-11-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-11-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-11-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-11-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-11-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-11-10","expense","Utilities","382.16","Electricity bill for Taman A","Manual","Sarah",""
"2026-11-10","expense","Utilities","50.51","Water bill for Taman A","Manual","Sarah",""
"2026-11-12","expense","Utilities","348.80","Electricity bill for Taman B","Manual","Ali",""
"2026-11-12","expense","Utilities","57.07","Water bill for Taman B","Manual","Ali",""
"2026-11-15","expense","Utilities","355.61","Electricity bill for Taman C","Manual","Tan",""
"2026-11-15","expense","Utilities","78.70","Water bill for Taman C","Manual","Tan",""
"2026-11-18","expense","Utilities","383.76","Electricity bill for Taman D","Manual","Lim",""
"2026-11-18","expense","Utilities","89.18","Water bill for Taman D","Manual","Lim",""
"2026-11-21","expense","Utilities","439.86","Electricity bill for Taman E","Manual","Ahmad",""
"2026-11-21","expense","Utilities","54.58","Water bill for Taman E","Manual","Ahmad",""
"2026-11-05","expense","Inventory","22178.26","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-11-20","expense","Inventory","19068.36","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-11-10","expense","Marketing","5689.85","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-11-28","expense","Salaries","72494.22","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-11-28","expense","Claims","170.13","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-11-01","income","Sales","1125.98","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-11-01","income","Sales","1564.02","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-11-01","income","Sales","1679.26","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-11-02","income","Sales","940.89","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-11-02","income","Sales","1488.10","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-11-02","income","Sales","2015.31","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-11-03","income","Sales","1081.00","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-11-03","income","Sales","1792.15","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-11-03","income","Sales","1780.87","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-11-04","income","Sales","805.03","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-11-04","income","Sales","1295.94","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-11-04","income","Sales","2297.85","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
